3.173	8.378	0.545	-2.049	-0.447	1.015	5.866	9.003
10.111	0.518	0.036	0.516	0.001	4.305	2.357	4.807
4.999	5.691	2.040	0.911	-0.699	3.875	10.656	4.825
16.117	4.323	1.829	0.865	-0.674	3.089	15.723	6.799
8.094	7.627	0.702	0.908	0.390	2.007	10.990	8.737
18.501	1.275	1.992	-0.302	0.942	1.094	17.488	5.470
0.417	7.465	0.905	-1.041	2.140	4.661	18.335	0.387
15.452	8.636	4.650	0.294	-0.893	3.321	13.725	5.957
6.143	9.668	2.605	0.122	-1.149	1.046	6.245	4.392
6.725	1.888	1.086	0.251	-1.545	0.229	10.027	7.313
7.152	7.877	1.310	0.790	0.164	4.114	18.715	0.302
18.259	8.404	0.879	1.041	-0.111	1.880	12.343	3.293
3.775	6.818	1.802	-1.141	-1.086	4.331	2.241	2.938
7.657	5.583	2.130	0.880	2.309	0.241	1.657	8.826
19.040	6.643	2.065	-0.348	0.054	0.839	1.359	3.066
6.250	5.104	2.536	1.470	0.982	3.714	12.587	1.168
14.014	2.521	1.758	0.706	-0.119	4.007	5.519	6.795
3.015	5.365	2.753	-1.087	0.521	1.418	14.682	9.819
14.525	6.301	3.794	-0.701	-0.979	2.421	10.252	2.971
7.796	0.794	1.277	0.076	-0.713	0.638	8.217	6.031
15.327	9.532	0.169	-1.065	0.051	0.523	15.522	1.157
6.377	4.758	0.740	0.456	1.323	3.479	11.379	6.893
18.124	1.967	1.493	-0.790	0.048	3.428	13.338	9.126
18.365	0.921	0.044	-1.830	-1.363	0.347	1.415	6.088
8.212	1.980	3.698	-0.021	-1.873	2.110	19.473	8.614
1.593	5.987	3.813	-0.490	0.309	3.027	9.072	7.944
4.235	4.399	2.630	0.974	1.039	2.154	17.749	5.000
18.301	8.326	1.742	0.974	0.006	1.131	8.569	8.075
2.286	5.785	3.585	0.962	-0.757	1.550	6.380	1.270
8.878	2.507	1.462	0.896	-0.689	0.894	5.024	0.059
2.615	2.354	3.479	0.031	0.644	3.382	7.291	4.349
14.902	7.668	2.563	1.417	-1.611	0.728	13.739	2.902
14.424	6.349	3.357	0.365	0.471	1.915	16.217	6.495
6.373	9.408	4.864	14.764	7.384	3.837	6.014	7.463
15.537	4.209	4.656	3.509	3.933	4.679	4.535	6.416
10.963	6.229	1.238	12.965	0.843	3.534	4.462	10.000
3.251	5.582	0.254	6.788	8.089	6.773	4.540	0.983
13.043	7.987	0.522	3.980	5.167	3.625	5.241	2.084
17.315	9.036	0.774	7.724	2.749	5.143	5.255	8.151
17.812	8.324	2.502	5.269	0.348	4.184	5.718	7.207
6.698	0.087	1.451	17.353	2.526	4.803	4.954	4.271
14.112	8.869	3.565	13.834	1.586	5.158	4.447	5.859
1.346	0.094	4.357	3.393	0.448	5.465	6.030	2.747
5.176	0.173	3.140	17.425	4.895	6.381	3.896	8.471
4.817	3.460	3.631	19.390	9.242	4.247	2.469	8.319
2.315	4.486	0.187	14.908	4.942	4.950	4.660	6.937
6.347	5.209	2.485	7.849	3.982	6.259	4.015	2.705
6.761	7.145	4.106	12.714	9.260	6.396	4.654	3.224
18.904	2.642	1.035	12.255	3.566	5.408	4.425	1.361
4.245	2.984	4.936	3.383	7.941	3.935	4.453	1.712
17.190	5.025	2.579	14.240	2.150	3.995	3.686	1.998
3.960	7.303	4.992	19.323	2.434	5.517	4.420	5.577
1.355	8.324	4.024	18.612	3.943	4.102	4.232	3.816
17.114	4.974	4.867	8.960	6.133	5.770	5.937	3.097
0.113	5.900	3.637	7.130	3.933	5.691	6.746	6.390
5.156	0.230	4.690	4.410	1.334	2.912	4.869	9.965
