4.810	0.718	15.574	2.106	-0.342
4.746	-0.015	13.659	0.798	-0.429
4.822	0.902	2.688	0.149	-0.138
0.229	-0.169	1.488	9.373	0.174
1.137	0.421	16.467	1.034	2.203
4.340	0.076	7.585	2.128	-0.463
0.379	0.360	1.351	0.404	1.651
1.293	1.266	1.791	9.035	0.896
2.620	-1.310	4.727	3.705	3.194
1.662	-1.646	6.929	7.948	0.875
3.941	-0.371	16.955	0.245	-0.264
4.218	-1.245	17.263	1.378	-1.723
4.128	-0.035	0.364	2.055	2.331
2.545	0.303	10.987	2.797	-1.569
2.600	1.568	18.674	4.518	-0.314
0.892	0.972	6.529	5.011	-1.281
0.764	0.939	14.545	7.482	0.052
4.246	-1.525	4.845	3.401	0.558
0.925	-0.242	2.105	2.727	-1.485
0.657	-0.052	19.231	0.944	-0.985
0.450	1.384	10.377	3.061	0.657
1.409	-0.049	5.106	8.069	0.450
0.413	-0.230	18.626	7.679	0.242
0.368	-1.184	9.126	0.107	0.934
4.315	0.089	19.436	2.010	-0.807
2.679	-0.899	3.975	0.642	-1.800
1.213	0.078	4.804	1.740	-1.046
0.144	-0.887	11.874	4.808	-0.215
3.288	-0.008	13.024	5.187	0.548
3.936	-0.815	18.232	1.530	-2.232
4.252	-0.379	7.258	0.903	0.999
0.370	1.407	11.356	0.269	-2.020
4.043	-0.639	0.105	9.735	0.747
0.689	0.223	2.195	3.943	1.670
0.898	0.146	9.264	2.132	-0.554
1.984	-0.593	17.941	3.035	-0.741
0.388	-0.228	17.566	9.449	1.463
2.185	-1.266	2.283	6.014	-0.924
4.744	-1.406	4.923	4.664	-0.695
4.406	0.362	16.242	0.970	-0.398
4.991	0.799	17.806	6.273	-0.836
2.074	-0.362	2.032	4.244	-0.950
0.826	1.992	5.718	2.798	0.742
1.616	0.101	1.116	3.463	0.874
1.705	-0.773	1.808	2.670	-1.466
1.839	0.889	5.642	5.598	1.502
2.751	-0.976	19.122	8.519	1.775
2.427	-0.228	14.673	3.380	-0.481
3.558	0.172	15.657	4.450	0.456
4.462	0.266	1.278	4.637	0.405
2.856	0.003	7.273	6.498	-0.891
3.346	-1.173	17.023	9.552	0.740
0.490	0.249	7.428	0.133	-0.963
2.609	-0.600	12.327	5.428	-0.280
1.434	0.359	7.560	1.958	0.551
2.643	-0.727	12.821	4.087	-1.222
4.870	-1.097	6.354	0.067	-0.507
3.483	1.151	7.301	4.616	0.330
3.676	0.243	8.185	9.607	-0.625
4.550	2.878	18.514	6.647	0.017
2.915	1.166	12.352	8.462	0.181
2.260	2.147	8.260	5.298	-0.515
3.652	0.233	0.335	6.856	-0.009
4.663	2.997	14.120	3.237	0.356
3.829	-0.240	4.422	4.891	-1.231
1.057	0.746	13.596	3.385	-0.685
3.359	0.528	19.351	8.065	0.998
1.281	0.437	4.576	0.489	-0.888
3.690	-0.347	10.444	1.250	-1.780
0.785	-0.529	15.437	8.673	-1.608
1.344	0.165	9.051	6.676	0.674
1.523	0.829	18.820	0.888	0.433
0.750	0.125	2.328	4.163	1.309
3.415	0.839	14.782	3.632	-0.212
0.402	-2.056	17.496	0.392	-0.125
4.976	0.166	17.490	6.171	-0.518
2.003	-0.738	2.598	8.280	-0.864
1.814	1.441	14.228	4.899	-1.370
1.127	-0.046	8.238	4.530	-1.633
3.768	-0.188	14.048	4.799	1.422
4.537	1.305	8.457	2.891	-0.749
2.636	0.300	13.753	8.225	-0.602
3.200	0.450	12.044	5.893	-0.302
4.321	-0.787	13.986	2.372	0.928
1.116	-0.297	4.336	2.348	0.662
1.074	1.316	18.357	4.420	-0.786
2.925	-0.189	11.551	6.542	-1.993
2.995	-0.317	8.153	8.696	0.267
0.028	-1.712	1.214	5.402	0.250
0.043	0.826	2.986	4.412	0.957
0.137	-1.772	10.908	4.773	0.167
2.694	0.543	4.444	0.133	-2.447
1.261	1.371	15.238	7.115	-1.155
3.378	1.398	13.352	7.319	-0.159
2.936	0.048	7.434	4.015	0.519
2.300	-0.401	12.396	8.709	0.107
3.829	0.745	9.632	9.557	-1.704
4.337	-1.584	11.607	4.241	-0.297
0.433	0.944	5.470	7.500	1.041
4.166	-0.454	17.567	3.157	2.846
1.750	-1.110	16.448	3.151	1.182
0.252	-0.328	15.509	8.756	2.233
2.817	1.922	16.716	1.239	-0.512
4.293	-1.291	0.768	0.636	-1.496
1.808	1.475	12.371	0.143	-0.022
1.267	1.203	4.520	1.538	-3.635
0.472	-0.950	14.070	6.045	2.550
0.481	0.419	5.162	6.686	1.049
1.435	0.787	0.418	3.105	1.551
2.323	-0.766	15.491	8.134	-0.003
4.293	-0.500	8.364	9.742	1.143
1.907	-0.150	1.044	1.534	0.675
0.728	-0.526	15.774	7.235	-1.428
1.224	0.253	16.954	8.194	0.475
3.690	1.741	6.713	8.999	0.527
1.639	-0.693	15.035	7.370	-0.275
1.377	-2.324	10.919	2.843	1.359
3.461	0.230	5.532	5.704	-0.224
2.238	1.277	2.354	3.557	-0.112
4.961	-1.289	7.123	3.229	-0.058
3.108	-1.084	4.523	2.897	0.394
4.263	0.609	2.237	1.102	0.634
1.558	-0.514	4.185	0.570	0.815
4.931	0.202	13.429	8.668	0.090
3.563	0.523	16.199	6.263	-0.396
1.828	-0.312	1.702	4.301	-0.486
0.308	-0.555	5.442	9.769	0.631
1.526	-1.052	13.823	9.858	1.184
1.481	0.467	14.355	8.526	1.182
0.876	0.735	0.846	2.550	0.320
1.888	-0.408	18.623	9.600	0.468
0.102	0.090	0.906	8.721	-2.240
0.342	-0.109	15.099	6.620	-0.011
3.642	0.870	6.699	6.742	-0.406
2.650	0.477	7.497	9.641	-0.332
1.578	0.301	4.328	6.956	0.850
3.730	1.523	1.650	6.538	-0.501
3.410	1.597	16.134	7.696	-0.780
2.051	0.812	9.730	3.308	-1.320
3.458	-1.845	14.640	2.665	-0.005
4.725	-2.448	12.633	9.896	-1.085
1.907	-0.039	17.551	5.157	-0.529
3.983	-0.229	0.608	6.736	-2.095
1.682	1.489	5.112	8.408	0.437
0.242	1.110	7.459	4.423	-0.649
0.518	0.670	6.347	1.032	1.792
0.045	0.947	11.041	0.860	-0.366
3.096	0.100	15.590	8.427	-1.389
3.592	-2.132	8.154	3.302	0.052
0.552	-0.669	18.062	4.752	1.003
4.364	0.145	17.052	5.317	0.012
4.561	-0.563	7.056	9.822	-0.405
1.617	2.363	1.867	5.199	-0.656
4.101	1.043	5.776	0.174	-0.988
1.370	0.895	16.130	6.456	1.430
3.324	0.726	12.059	2.940	-1.247
0.678	-0.091	1.894	5.619	0.364
0.963	0.560	0.543	6.686	-1.168
3.550	-2.288	10.175	2.017	0.416
1.423	-0.005	7.075	6.281	-0.668
3.381	-0.395	16.852	7.448	-0.783
3.231	-0.408	4.615	4.992	0.636
1.603	-0.027	9.644	9.201	-0.015
1.315	0.358	10.511	9.583	0.287
4.690	0.889	0.153	8.691	1.509
1.122	-1.716	12.765	8.308	-1.548
1.017	0.773	3.886	1.240	0.312
3.250	0.460	2.436	4.255	0.284
1.138	-1.275	5.143	7.905	-2.126
0.508	1.468	17.853	5.519	-0.080
1.711	-1.661	16.705	1.830	-0.727
2.358	-1.170	16.515	7.197	0.755
3.825	0.165	3.141	0.453	0.382
1.363	0.213	1.918	0.871	-1.258
0.323	-0.649	1.425	7.541	0.804
0.085	1.360	16.962	1.107	0.000
2.596	-0.651	2.471	1.971	1.526
2.451	0.014	18.863	5.046	-0.380
4.905	0.021	18.861	1.909	0.703
3.500	-2.445	3.192	4.823	1.036
1.750	-0.105	4.396	5.785	-0.428
2.139	-1.105	3.392	3.241	1.476
2.644	-1.046	5.268	8.396	1.399
1.886	0.302	15.099	4.934	1.214
0.121	-0.910	8.764	2.579	0.431
1.387	0.221	0.432	9.638	-0.793
3.785	1.933	13.492	2.910	1.078
0.586	1.162	18.683	0.830	0.208
4.749	-0.107	1.236	4.112	-0.273
4.885	-1.192	5.024	0.738	-0.419
4.763	-0.657	0.106	4.641	0.049
1.236	-1.058	8.123	5.702	-1.026
4.837	-0.698	4.255	8.758	-1.142
0.504	1.291	11.706	9.766	-0.780
1.050	0.519	0.591	3.759	-0.602
3.639	-1.998	17.495	6.414	0.446
2.077	0.283	3.182	0.218	0.054
3.460	-1.085	16.416	7.010	0.165
4.006	-0.933	1.592	6.619	0.477
2.777	-1.941	19.428	6.349	1.440
1.431	0.682	0.280	0.094	0.222
3.505	-0.047	0.748	6.792	1.139
3.219	1.022	4.357	0.120	2.266
1.651	1.286	10.986	9.050	-1.198
1.601	1.499	6.590	9.797	-0.954
0.322	-1.477	10.463	1.310	-1.692
4.650	-0.197	6.236	4.300	0.148
0.903	-0.944	11.883	5.603	0.085
0.355	1.505	17.962	7.360	0.278
0.528	-0.314	4.448	5.224	0.257
3.494	-1.031	5.094	7.558	-2.175
3.679	-0.969	19.431	3.358	-0.539
4.078	0.236	6.418	0.438	1.437
3.501	-0.786	17.754	3.605	-1.127
2.743	-0.943	0.885	3.971	-0.094
1.087	0.052	7.929	8.756	0.344
3.003	-1.354	16.446	7.689	0.310
4.223	0.414	12.706	8.554	-0.828
3.371	-0.321	9.297	1.935	-0.756
2.279	0.308	10.509	3.458	0.649
3.097	-0.479	19.519	2.355	-1.323
1.700	0.981	4.300	3.147	0.359
1.526	0.488	11.858	2.309	-0.861
2.608	1.137	17.465	5.750	-0.113
0.184	-2.878	6.907	9.735	0.118
0.577	0.847	12.399	5.004	0.736
1.207	0.383	1.630	0.656	-0.029
4.926	-0.181	1.840	7.016	0.894
3.622	1.968	2.946	8.356	0.573
2.769	1.291	2.836	7.374	-0.103
4.790	0.223	13.238	9.364	1.018
3.416	0.932	7.741	2.614	0.453
3.756	-0.839	16.410	9.305	-0.498
0.107	1.055	17.650	1.005	-0.885
2.114	-0.060	15.059	4.443	-0.678
2.521	1.320	15.272	5.470	1.579
1.689	0.078	13.212	5.006	0.906
0.762	-2.116	6.620	1.828	0.580
3.836	-0.842	14.585	0.409	-1.734
3.969	1.371	11.213	8.125	-0.423
0.396	-0.810	3.110	3.044	0.224
4.557	-1.051	11.797	7.151	0.457
3.362	-1.107	0.918	4.012	-0.053
3.571	1.702	11.791	4.084	-0.539
4.784	-0.433	3.882	1.891	-0.862
0.522	0.541	3.299	7.726	0.288
2.564	0.682	11.303	7.502	-0.087
0.940	-1.194	7.708	5.222	-0.821
4.454	1.598	7.231	7.486	0.619
0.111	0.055	9.558	9.553	1.347
2.083	-1.419	7.290	2.638	-1.077
2.298	-0.693	19.063	3.157	-0.383
3.223	1.788	17.932	4.935	1.085
2.921	0.844	13.972	9.884	0.648
3.459	-0.753	17.803	6.967	-0.731
1.917	-1.252	13.966	7.745	-0.518
1.583	0.109	12.942	5.418	1.299
2.539	-0.361	6.311	9.954	-0.405
0.958	-0.736	11.017	7.904	-0.428
4.527	0.670	13.790	8.471	0.447
1.140	-0.906	2.286	5.196	-0.188
0.078	-0.360	10.539	6.052	-0.833
4.329	0.545	2.351	6.790	0.990
0.623	-0.595	12.415	6.239	1.953
2.572	-1.690	15.934	8.859	1.808
4.108	0.820	2.463	9.367	1.439
0.404	-0.413	7.168	0.609	0.174
0.841	1.080	17.252	6.881	0.749
4.603	-0.844	17.779	3.023	-1.529
3.405	1.597	7.499	0.155	-1.360
0.539	0.167	16.215	0.210	-1.691
0.506	0.530	13.142	4.086	-1.981
3.924	0.949	8.994	6.113	0.357
4.860	0.743	6.373	0.576	-0.923
2.293	-0.375	18.871	9.368	0.537
4.011	-0.535	13.311	2.448	-0.498
0.051	0.320	3.115	4.760	0.795
1.236	-0.763	19.114	0.370	1.400
0.033	-0.106	13.020	2.702	0.912
0.037	-0.930	5.436	0.812	0.167
4.298	1.202	17.621	0.977	-0.069
2.896	-1.832	13.643	0.143	1.448
3.229	0.555	8.387	2.652	-1.192
1.128	-0.958	0.677	3.004	-1.079
2.469	-0.962	2.965	1.723	0.843
1.591	-1.457	16.648	5.110	0.766
4.856	-1.287	11.172	0.079	0.475
1.907	-0.129	11.737	5.860	1.388
0.964	-0.998	5.450	1.342	-1.229
0.455	-1.858	7.402	9.817	-0.548
4.751	1.508	16.513	7.193	-0.461
2.933	-0.274	19.291	6.924	-0.130
3.121	0.722	5.320	5.190	-0.540
4.952	0.968	12.177	1.916	-2.948
4.792	-0.702	15.372	1.823	1.224
2.403	0.915	18.473	4.613	1.414
4.180	0.106	1.733	9.991	-0.121
3.656	0.519	0.571	2.709	-0.435
1.237	1.053	7.130	6.098	0.942
1.971	0.155	6.954	0.205	0.107
0.534	0.298	1.166	7.421	-1.393
1.908	1.992	6.482	4.362	1.625
2.053	-0.740	19.287	1.238	-1.062
1.400	0.125	1.855	4.956	-0.014
3.102	-0.930	4.501	4.193	0.150
4.040	-0.896	2.011	6.037	0.712
0.048	0.203	13.326	6.889	-0.747
1.553	-0.964	16.361	2.564	-0.115
3.467	-0.994	9.975	9.401	-1.689
1.696	-1.599	9.064	2.530	0.220
2.642	-0.015	19.810	6.946	2.164
2.442	-0.634	7.511	5.970	1.928
1.568	0.810	19.248	3.028	-0.033
1.682	-0.354	14.456	0.104	0.336
3.869	0.046	15.803	6.607	0.748
0.270	-0.836	15.217	6.004	1.609
3.773	-1.005	16.332	6.925	0.370
1.535	-0.210	12.972	9.556	-0.508
3.896	-1.658	13.037	9.348	0.925
3.142	-1.720	15.776	8.620	2.105
3.612	-0.843	0.394	5.206	-0.717
2.232	0.879	14.260	2.924	-1.563
4.624	-0.153	0.798	7.512	0.204
1.119	-1.262	9.572	3.110	1.954
2.837	-0.216	7.611	1.271	-0.142
4.835	0.907	2.277	4.332	0.950
3.839	0.070	5.817	5.470	0.460
0.495	-0.972	1.509	9.325	0.257
0.655	-1.352	13.355	6.588	-0.612
0.351	0.871	13.057	6.839	-0.675
2.466	-0.123	19.483	0.888	-1.732
2.293	-1.472	2.262	4.651	0.210
0.268	-1.352	19.809	2.482	0.678
6.508	0.388	0.222	4.926	4.315
4.005	3.337	15.473	4.072	3.075
5.390	4.604	18.534	5.532	8.131
4.749	0.161	5.601	3.255	0.607
4.576	2.569	1.229	4.027	1.112
6.296	0.014	6.165	4.300	6.326
3.700	3.498	18.005	3.820	7.771
4.338	1.301	6.128	3.560	6.146
5.691	3.665	19.399	4.980	2.796
5.396	2.600	15.054	3.873	8.785
3.260	1.163	10.814	2.827	9.010
5.380	2.644	13.648	2.961	6.214
6.419	4.431	12.498	5.253	1.266
6.511	4.440	8.336	4.230	0.385
4.192	0.121	12.855	3.108	9.861
6.054	2.147	4.435	7.410	0.350
4.639	4.960	14.503	6.913	9.469
4.590	2.038	13.217	4.744	7.004
5.352	0.345	4.209	6.260	0.897
6.736	2.564	7.858	4.235	8.576
5.931	2.549	3.857	5.105	2.228
2.257	1.515	15.017	5.922	6.809
5.298	2.025	18.656	3.701	3.625
5.530	3.946	8.469	3.975	7.746
4.749	0.129	5.263	4.609	3.941
6.987	0.340	11.777	3.803	8.044
6.115	2.606	18.611	3.033	0.841
3.335	4.562	12.759	5.401	4.109
4.267	3.539	0.433	5.092	5.356
4.422	1.437	18.196	4.353	6.907
5.596	3.409	12.012	5.065	8.241
5.342	4.986	2.551	6.387	4.032
5.965	1.553	4.283	5.856	5.973
3.937	1.649	11.892	2.942	5.162
3.922	4.636	12.149	5.645	8.118
6.080	2.532	4.171	4.594	7.296
5.924	3.186	8.609	5.571	7.245
3.809	4.565	13.987	6.099	3.265
5.868	4.767	14.177	4.409	8.238
4.342	4.928	14.886	5.742	9.403
5.274	4.617	19.033	6.271	7.821
4.817	0.193	1.267	3.397	1.479
5.070	1.061	13.202	5.315	2.139
1.739	4.368	2.287	4.056	0.660
6.107	4.178	18.617	5.191	3.507
5.905	1.825	11.667	5.560	9.583
6.392	0.611	3.481	5.379	6.067
5.234	0.150	18.076	5.183	6.556
3.661	3.088	0.753	4.705	1.828
5.390	2.850	12.296	6.325	7.201
5.827	3.043	0.833	5.859	8.888
5.339	0.568	4.079	3.867	9.129
3.333	4.424	17.823	3.435	1.941
4.472	1.123	13.363	5.808	4.066
4.850	3.762	19.521	4.947	1.232
3.093	2.390	15.788	5.338	6.830
4.721	1.010	6.764	5.207	7.056
5.285	4.998	6.960	6.168	3.634
4.749	2.725	14.612	4.318	6.116
5.206	4.604	1.836	4.247	3.195
5.370	3.115	2.693	4.537	5.511
4.772	1.908	2.962	5.266	7.171
6.756	2.168	0.070	4.221	1.755
4.904	0.916	5.440	4.709	9.492
3.658	1.070	9.359	6.178	3.437
6.111	1.462	15.827	4.505	2.602
4.902	2.006	3.634	4.810	9.308
4.875	0.370	11.234	4.376	2.161
4.852	4.887	17.150	5.253	0.403
5.024	0.117	5.864	3.901	9.302
3.913	2.434	7.911	4.047	5.804
4.138	0.302	4.611	6.349	7.721
3.944	4.445	0.522	4.881	4.279
5.788	3.434	0.294	2.105	8.133
6.546	0.829	10.776	5.334	0.314
6.148	4.115	16.733	5.148	3.944
5.466	2.545	14.064	4.353	1.891
4.572	4.875	10.719	3.505	7.819
5.888	2.464	15.973	3.069	4.105
