2.046	5.520	19.791	-1.818	9.646	3.676	0.556	8.213	18.781	0.189	0.502	0.226
17.387	9.592	12.793	-0.108	2.379	15.500	1.297	1.476	10.037	1.426	-1.396	0.727
9.428	9.372	16.231	-1.372	4.620	16.908	0.299	9.820	3.518	2.818	-1.588	-0.114
7.444	6.551	11.974	1.866	2.691	17.445	1.464	7.496	3.838	1.722	1.055	-2.507
3.351	3.319	18.195	-0.981	1.507	16.089	-0.470	0.481	4.951	2.193	-0.965	-0.738
9.547	4.128	12.751	0.150	6.808	1.686	1.294	2.167	4.004	1.189	-1.054	0.458
16.014	9.900	13.061	-2.278	7.936	17.517	0.606	5.100	4.713	8.975	-0.850	-0.444
9.406	8.586	7.441	0.010	3.553	11.053	-1.728	3.479	0.953	6.519	2.013	0.257
15.505	3.166	12.001	-0.308	3.458	4.491	-0.169	5.771	19.785	7.383	-1.408	-1.814
18.625	6.385	19.327	-0.973	9.470	4.685	1.139	1.353	7.401	4.158	-1.793	0.818
11.849	9.619	1.774	-0.236	3.008	9.467	-0.220	6.076	19.990	7.943	-0.091	-2.479
7.124	1.735	13.807	0.580	3.848	16.632	0.282	8.398	0.302	2.133	-0.170	0.224
18.288	0.518	0.886	-0.482	2.505	10.874	-1.497	8.141	0.085	9.604	1.329	-0.541
3.689	4.064	14.090	0.741	8.740	2.888	-1.637	6.291	7.298	5.854	1.370	-0.734
6.365	5.657	8.652	-0.626	5.019	17.682	0.224	3.022	4.465	5.446	1.143	-1.523
9.931	7.973	3.179	-0.166	1.411	9.287	1.519	3.350	10.606	8.604	-0.176	0.520
13.206	5.706	12.510	-0.317	3.754	5.672	0.858	8.231	9.723	4.156	-0.181	-0.418
14.125	1.708	12.223	0.359	5.451	0.997	0.395	0.375	6.841	7.019	0.396	-0.632
9.241	5.739	13.865	-1.882	9.236	11.048	-0.082	3.940	15.467	0.252	-0.407	-0.273
19.239	9.338	17.541	0.645	8.480	10.909	0.646	3.560	2.960	5.991	-0.674	1.318
0.033	8.602	18.904	-0.172	0.751	2.750	1.603	9.221	2.385	4.536	-0.740	-1.285
11.115	0.086	9.978	0.613	0.382	7.340	1.412	6.463	2.558	7.584	0.362	0.854
18.508	9.486	4.731	0.952	6.205	2.781	-0.551	2.678	9.204	1.196	1.121	-0.616
18.683	0.397	4.357	-0.320	4.089	16.635	1.061	6.848	16.810	8.627	1.885	1.004
13.987	4.923	5.185	1.126	2.313	5.145	-0.472	0.697	9.025	0.493	2.906	-1.798
7.773	6.776	1.775	7.730	5.629	6.044	5.973	1.610	7.867	1.955	8.985	3.593
5.502	4.881	0.170	3.567	5.873	2.699	4.549	4.158	1.291	3.750	8.612	1.539
9.755	4.901	2.342	7.972	3.910	5.393	4.347	0.523	5.605	1.471	8.921	0.345
1.666	5.359	0.175	2.766	4.559	5.249	4.899	4.457	6.099	3.221	4.429	3.732
5.707	3.869	3.520	6.432	6.096	5.204	6.199	2.037	7.737	2.059	0.761	2.487
3.281	4.493	3.388	2.770	6.336	5.601	3.843	3.410	4.575	3.736	3.999	4.390
1.489	6.111	3.067	4.536	4.241	4.824	4.457	4.334	5.235	3.613	6.984	0.441
8.670	3.483	1.288	0.403	6.748	6.474	6.246	0.728	2.641	4.996	0.206	1.460
4.527	6.218	1.158	7.559	5.973	5.072	4.820	3.789	9.756	4.849	7.050	3.035
0.736	5.192	0.018	0.629	3.310	5.574	4.864	3.975	0.091	0.601	0.583	1.668
2.960	4.881	3.359	2.818	3.683	6.235	3.528	0.448	4.756	0.903	9.062	3.933
4.458	4.342	1.497	0.627	4.686	6.244	4.582	2.918	0.675	1.919	5.761	3.388
1.203	6.158	0.476	4.501	5.886	4.323	5.249	1.815	0.475	0.612	2.223	4.674
9.346	6.129	0.750	8.925	4.367	3.707	4.553	3.429	1.663	4.295	7.225	3.450
5.287	6.594	0.400	6.853	4.133	5.842	4.944	1.177	3.807	0.488	0.264	3.269
9.973	5.494	1.555	5.512	4.897	5.652	5.931	1.857	0.301	1.247	3.632	4.083
0.288	6.262	2.026	8.828	4.018	6.781	5.692	3.405	0.022	4.175	0.125	1.525
2.392	6.002	3.722	5.859	2.520	5.239	5.562	3.975	6.387	1.501	3.532	2.289
7.904	4.119	3.400	8.514	3.973	4.679	4.146	0.535	8.385	3.931	6.606	1.635
7.496	4.954	2.534	7.036	4.607	4.495	5.909	3.205	8.458	2.367	6.709	3.115
6.982	6.237	0.048	1.105	6.660	4.440	5.083	0.343	4.197	1.538	1.318	3.107
0.754	4.527	4.398	3.769	2.768	3.642	4.928	0.570	3.047	1.055	7.649	0.674
2.568	6.862	4.774	2.334	4.333	4.853	4.498	1.427	0.478	3.297	9.231	1.861
5.341	3.988	4.901	6.500	4.476	2.805	5.524	1.028	3.917	1.556	8.854	2.155
8.916	3.980	2.664	2.343	4.879	3.057	5.687	3.346	1.048	2.027	6.881	3.203
