17.877	7.051	4.886	5.443	-1.420	1.223	12.694	3.605	1.773	0.990
8.196	7.479	3.575	18.858	2.131	2.432	13.993	1.994	2.219	-0.831
6.651	7.444	2.317	8.943	-0.017	4.625	16.322	0.090	3.130	-0.577
12.228	8.772	0.380	14.067	-0.263	3.777	10.168	2.397	3.435	0.520
10.943	3.396	2.780	3.645	1.331	1.648	6.027	3.976	4.924	0.388
19.943	7.180	1.983	18.091	-0.381	1.305	17.710	5.204	0.326	0.509
14.980	7.942	1.164	6.163	-1.430	1.656	7.396	3.738	4.991	-0.267
7.682	6.363	4.791	7.974	-0.543	0.145	12.717	3.363	2.660	-0.485
9.922	5.538	2.449	12.602	-0.815	1.075	18.366	8.268	2.772	-0.174
3.520	4.623	0.416	0.633	0.308	2.421	16.869	1.101	4.375	-0.570
4.036	6.338	3.707	7.874	-0.421	4.103	6.154	8.123	3.095	-1.230
3.854	3.486	4.419	11.854	0.397	3.899	12.493	8.464	0.844	1.578
4.265	2.730	3.833	14.093	1.114	1.447	12.523	8.290	2.396	-0.332
15.868	4.359	4.827	19.329	0.902	2.854	12.858	6.590	4.888	0.342
3.822	6.830	2.643	12.771	-1.194	4.436	8.911	3.183	1.345	0.377
6.732	4.822	0.184	4.996	0.273	0.902	12.714	3.159	3.112	0.748
8.050	4.602	1.460	12.170	-0.237	4.090	10.225	0.263	0.990	0.757
9.501	0.191	1.394	5.200	-1.153	3.154	19.475	3.809	2.816	-0.170
1.259	9.491	1.606	8.483	-0.657	2.393	0.950	6.878	0.906	1.079
12.958	4.266	4.127	3.054	-0.685	0.817	12.582	8.060	4.104	-0.206
7.305	7.392	1.418	11.829	-0.378	0.131	9.474	9.082	3.951	0.820
15.454	5.696	4.516	9.899	0.798	3.039	17.086	1.896	4.885	-0.687
5.460	1.460	3.959	9.275	0.596	0.730	6.285	4.273	4.263	-0.422
14.208	4.350	2.224	4.383	-0.637	4.638	4.531	4.229	0.588	-0.066
3.888	6.435	4.096	6.204	-1.315	2.817	1.342	8.571	1.821	1.114
16.841	0.385	4.243	12.494	1.492	2.928	19.455	8.292	0.358	0.890
15.687	5.804	2.486	9.100	-2.886	4.705	9.226	2.479	2.674	1.596
4.834	7.550	4.124	2.352	0.521	2.272	4.117	0.256	1.821	-1.396
7.349	8.614	2.267	18.293	0.065	2.223	18.227	5.587	2.376	-0.393
5.276	5.880	3.322	2.294	0.684	2.794	19.495	7.494	0.706	-0.367
3.919	3.030	2.575	12.657	0.115	0.355	3.759	7.817	0.686	-0.099
1.134	7.415	2.647	5.431	1.029	0.024	2.708	3.857	4.825	-0.660
10.529	0.484	3.617	13.154	0.429	2.013	8.582	2.235	1.408	0.418
4.197	6.774	1.761	18.763	4.688	2.290	8.625	1.369	1.264	11.316
7.396	2.196	3.486	15.422	5.901	2.691	0.841	6.726	0.080	8.693
5.081	5.362	2.878	16.513	6.254	4.564	19.842	8.729	4.869	5.928
5.789	2.814	2.184	16.742	4.529	2.254	5.156	9.673	3.113	1.266
4.820	7.821	2.116	4.198	3.627	1.434	11.458	6.718	2.419	4.775
4.924	2.700	2.042	0.500	4.180	2.255	19.284	0.971	0.592	8.184
4.732	4.499	1.495	12.623	3.625	1.176	1.792	0.734	4.756	19.212
5.044	4.184	1.024	9.452	5.456	2.822	11.758	1.868	0.842	18.356
