5.446	-0.031	-0.775	0.640
1.890	-1.179	-0.351	1.292
0.905	1.649	-0.023	1.173
19.648	-0.448	-0.011	3.566
1.921	-0.433	1.626	0.704
6.696	0.851	-0.131	0.572
4.698	1.038	1.102	1.439
14.604	0.465	-0.129	1.319
8.075	-0.497	0.272	3.366
10.750	-0.651	0.806	3.398
16.766	-1.220	-0.860	4.516
14.916	0.634	1.035	2.619
16.993	-2.139	-1.472	4.997
18.687	0.181	1.236	4.564
0.099	-0.885	0.820	3.227
18.000	-1.283	-0.623	2.272
3.985	0.215	0.032	4.984
11.658	1.069	0.686	4.987
6.804	0.953	-0.896	0.287
14.287	0.877	-0.339	0.786
13.383	-1.327	-0.797	1.166
16.278	1.351	0.025	0.451
2.367	0.929	1.704	4.791
10.604	0.178	-0.601	2.512
18.322	0.192	-0.959	1.649
18.247	0.019	0.537	4.700
9.623	-0.333	0.109	2.386
18.727	-1.678	-0.823	3.028
2.549	-2.097	-0.654	1.658
17.191	-0.559	-1.157	3.135
6.474	-0.025	-0.054	1.016
4.922	0.170	0.491	1.897
9.531	0.617	-0.532	0.054
19.938	-0.243	-0.443	4.066
11.280	1.501	-2.240	4.616
17.602	-0.494	-0.009	1.008
18.084	-0.698	-0.869	3.491
19.720	-0.749	-0.067	3.144
6.200	-0.107	-0.182	2.762
14.552	0.501	0.870	2.447
3.887	0.281	1.850	2.121
6.356	0.211	-0.933	3.059
1.176	1.496	0.775	4.721
5.056	-0.629	-0.813	3.005
3.570	-0.939	-1.187	0.234
11.907	-0.921	0.408	3.201
14.978	-0.339	-0.286	3.926
4.784	-0.414	-0.175	3.277
8.606	-0.546	0.513	0.581
14.337	0.853	-0.738	2.746
12.603	1.196	-0.683	1.464
10.433	0.874	1.746	1.017
8.342	-1.483	1.126	1.121
11.074	-0.669	-2.636	1.026
4.861	-0.612	1.466	0.232
14.631	-0.167	-0.473	3.078
6.165	-0.582	-0.878	0.755
19.342	0.778	-0.097	4.927
18.649	-0.293	0.473	0.295
18.916	-0.336	-1.541	1.204
17.189	0.720	0.617	0.283
18.671	1.240	-0.639	0.877
5.317	0.200	-0.100	2.549
14.786	1.671	-0.302	2.015
0.717	0.163	0.760	0.780
11.788	0.324	-1.383	0.459
17.591	0.014	-0.710	3.963
4.703	4.703	6.866	2.823
5.509	5.027	0.770	4.309
4.689	4.965	4.493	3.199
5.178	5.693	0.671	3.162
6.404	3.956	7.600	2.835
4.663	6.119	3.526	1.563
5.463	4.954	4.220	4.380
5.632	3.965	7.378	1.819
5.168	4.888	2.837	4.636
4.276	3.526	2.170	3.851
5.388	4.865	6.450	0.793
3.217	5.846	5.468	3.956
5.750	6.943	9.321	1.589
5.072	5.946	7.659	3.351
4.646	5.661	1.995	3.634
3.757	4.494	3.519	3.756
5.195	6.854	5.798	1.346
5.537	5.311	1.045	1.181
5.352	5.590	5.266	1.549
6.524	3.103	3.255	4.596
2.135	3.396	3.275	0.166
4.712	3.919	8.296	4.791
4.003	5.775	3.183	1.174
4.709	5.356	1.229	3.230
5.023	4.704	8.430	1.525
5.069	3.704	5.667	4.263
4.366	3.977	5.007	2.109
3.655	5.431	0.283	4.565
7.304	4.699	3.762	0.623
4.481	5.222	7.414	2.447
3.726	4.916	2.333	3.351
5.289	4.525	5.971	2.003
4.831	6.177	7.338	1.692
3.427	6.391	1.519	1.019
4.818	5.328	8.659	4.391
3.979	3.815	9.492	4.953
7.041	6.698	1.227	0.109
6.156	5.716	6.444	2.287
5.305	5.848	5.425	0.426
3.644	4.370	3.221	2.237
4.467	3.620	3.786	4.661
4.163	5.081	6.239	0.803
5.422	4.538	5.820	2.350
